repo	summary
Dwarklin/Robloxio	This is a responsive portfolio website designed specifically for Roblox game developers to showcase their projects, skills, and contact information.
dwatts1772/roblox-cheops-chess	A 2-player multiplayer strategy board game for Roblox, inspired by Dune's "pyramid chess." Built with roblox-ts + Flamework.
dwile/roblox-sales-bot	DM-only Discord notifications Multi-group support Hourly/daily/weekly/monthly summaries Charts in Discord AI sales prediction Upload-time optimization Web dashboard API Docker + 24/7 hosting ready
DylanoBoellaard/Roblox-Luau-First-Test	This repo contains some Roblox Luau code. It's my first time coding with Lua(u).
DylWithlt/Build-A-Raft	Project about building a Raft and traveling through the world for an Reward?
Dynamic155/RobloxPlayerDebug	A customizable and easy-to-use debug system for monitoring player statistics such as FPS and speed in Roblox games.
Dzolat/Monaco	This project was NOT made by me, its a edited version of a already existing github repository which I sadly cannot find at the time of making this message.
eager3agl/randomluascript	i made it for a random insecure game but i cant find it anymore
Earandelix/RED-Vortex-TsB-clan-roblox	RED VORTEX ULTRA WEBSITE Open index.html in a browser.
earthhoza-cyber/roblox	A comprehensive full-stack web application for selling digital Roblox goods with an integrated Gacha (Mystery Box) system.
Earthwaranyu/gym-simulator	A Roblox gym-training game in the vein of Gym League, with one differentiating hook taken from Super Power Training Simulator: PvP is live inside the gym.
Earthwaranyu/MyRobloxGame	A competitive Roblox obby: players queue in waves, race the same course head-to-head, and move up an Elo ladder across 8 rank tiers.
Easyzly/BurgerRush	Dit project is gericht op het ontwikkelen van een Roblox-game. Tijdens het ontwikkelingsproces is ervoor gekozen om de game te beheren met behulp van Rojo, een tool die de Roblox Studio-omgeving koppelt aan een …
ECkeyboardwarrior/roblox-game	A Roblox experience inspired by Bee Swarm Simulator, themed around nature wisps that follow the player and harvest Essence from biomes.
ecsitomi/grow_a_garden_roblox	Típus: Idle Garden Management Játék Platform: Roblox Mobile-First (max 8 játékos/server) Nézet: 3D környezet (touch-optimalizált) Mechanika: Idle növekedés + aktív management Főbb elemek: Gazdasági rendszer + …
EcSky19/Party_game	A two-place Roblox party-game prototype built with Rojo. Players find or form a party in the lobby, choose a match mode, and the server sends the party to a reserved instance of one shared minigame destination.
edemarest/RobloxGuard	Windows parental control for Roblox. Blocks specific games by placeId.
edeppe/rojo-project-template	An example rojo project with deployment workflow.
edigrego3-rgb/RojoMalbec-Oficial	App móvil PWA para que los clientes de Rojo Malbec puedan explorar ingredientes y solicitar blends personalizados.
EditaNEmilis/ScriptieOfLua	A repo that contains mostly of LUA scripts/files. Inculdes Roblox, Garry's Mod and more so on.
editx1980/EV	A simple networking package for Roblox with runtime argument validation.
edrendp/roblox-whitelist-backend	Upload your .rbxm assets to the assets/ folder. Whitelist users via POST to /addUser with JSON: { "userId": "12345678", "product": "product1" } Serve encrypted assets via /getAsset?userId=...&product=...&authToken=...
eduard77/robloxGame	A Roblox horror game set on a haunted ghost cruise ship.
eduardorwll/TheOne	Game project on Roblox for learning how to use this crap.
edumaf/medieval_game	A collaborative Roblox game built by a small team, with code in Git and the world in Roblox Studio.
Edvvardas/anilist-noctalia-v5	An AniList anime tracking plugin for Noctalia. Browse your lists, view cover art and airing info, and update your progress or status without leaving your desktop.
edwinmihardja7-coder/RobloxPaintTheJersey-zed	Roblox 1v1 memory-painting MVP. This repository uses Rojo to build a Studio-openable place.
Eezby/Roblox-LOD-System	Initialize the module from ReplicatedStorage Packages via Wally. Must be initialized from both Client and Server
Eezby/Roblox-TimeZoneService	A way to get server or client timezones while also comparing their viability with each other.
eFancyDev/Cache-Module	A Roblox cache and pooling package for reusable runtime objects, temporary data, and Instance templates.
eferrabelo1114/OceanSurvivalGame	This is the beginning of a long prosperous journey I'll be taking on the platform Roblox.com
eferrabelo1114/SkoobiFramework	This is the beginning of a long prosperous journey I'll be taking on the platform Roblox.com
eferrabelo1114/SkoobUI	A lightweight, portable React-lua + Charm UI framework for Roblox.
egecetinkaya/MyRobloxGame	A "Simulator" game project developed on Roblox where players gain strength by smashing objects and grow in size as they progress. The project was developed in a modular structure (Luau) using Visual Studio Code.
egecetinkaya/roblox-minigame	Welcome to the Pulse Minigames Framework! This is a highly modular, scalable, and optimized minigame engine built for Roblox using Luau.
egecetinkaya/TeleportSystem	A highly secure, modular, and optimized zone progression system for Roblox experiences. Built with Luau, this system handles economy-based zone unlocking and secure player teleportation with a focus on premium UI/UX.
eggdll/roblox-amoled	feel free to fork, update and create prs to this repo
eghlah/roblox	CONTRIBUTORS John doreen Mercy kibor nathan
egkat/Meandros	Generate customizable mazes in Roblox Studio in just a few clicks. Meandros gives you full control over both maze generation and appearance.
ego-debug/BALLOUT	A Roblox dodgeball game. Setup + workflow notes so this project can be picked up on any machine.
EJMINES3607/HoseSystem	A full firefighting hose system for Roblox: roll‑out attack lines with a terrain‑following preview, live (hose) reels that pull off the truck with a nozzle attached, hydrants and standpipes, supply lines, pump relaying …
ekloom/LoomLib-Open	A collection of Luau libraries that I built from scratch to deepen my understanding of the language and to serve as reusable building blocks across my Roblox projects.
ekozlow/roblox-automation	attack-nearby-players.lua adds basic AI behavior to an NPC (Non-Player Character) in Roblox. The NPC automatically detects and attacks nearby players or other humanoid NPCs.
EkpoFresco/roblox-play-capture	Drive a real Roblox Studio play session from the shell: launch Studio on a place, enter play mode, screenshot the running game, read its live interface tree, and click, type, scroll and drag in it.
EKuni1/RobloxTest	This is a Test if 1 player lobbies can have 2 players
elbenis/Linux-MIDI-Roblox-Piano-Converter	I have only tested this for the Casio CDP-S110 so it may work or not in other pianos
ElecDeemTV-TEch/roblox-web	Step into a vibrant world where Roblox enthusiasts gather to trade, connect, and share their passion for virtual items.
Elentium/Dynamo	Or copy src/Dynamo.luau into your project.
Elentium/PathfindingPlus	PathfindingPlus is a powerful PathfindingService wrapper designed for smart pathfinding with intelligent caching and optimization.
Elentium/Random	A high-performance, feature-complete randomization utility for Roblox Luau. This module is a heavily optimized rework of the original Random library, designed for Roblox developers who need speed, precision, and …
Elentium/ReactiveTable	DX-oriented observable table implementation for Luau
Elentium/VoidSentry	A high-performance buffer serialization library for Roblox
Elentium/VoidSentryUltimate	VoidSentryUltimate is a validation-free, schema-driven serdes optimized for performance. A pure Luau implementation is also included.
Elentium/Wire	A high-performance, signal and request library for Roblox. Wire provides lightweight alternatives to BindableEvent and BindableFunction with superior performance and a clean, functional API.
Eletrodude/Roblox-RPS-Project	Game Design Document (Revised) Game Overview The game revolves around elemental abilities and strategic combat, where players are assigned a pool of abilities at the start of the game.
elevenpassin/roblox-error-handler	Was just trying to use HttpService in ROBLOX to track errors :)
EliBot68/Roblox	🌈 A fast-paced color-matching runner game with comprehensive accessibility features!
EliBot68/RobloxMain	This is a complete Color Rush parkour game for Roblox with comprehensive enhancements and production-ready features.
elijahkomorebi/Polysync-Definitions	This repository contains the current polytoria luau definition file.
Elijiahwrapper/roblox-API	Because Roblox does not allow HttpService requests to roblox.com an external proxy is needed for access to site APIs.
elinoqsrina/robloxe	title: Testupox emoji: 🚀 colorFrom: purple colorTo: gray sdk: gradio sdk_version: 3.33.1 app_file: app.py pinned: false
ellieisjelly/robloxts-catppuccin	Your favorite color theme, brought to roblox! Comes in 4 flavors:
ElliottSax/roblox-multiplication-game	A Roblox game where players push objects through multiplier gates to increase their count and earn rewards.
eloiseschmitt/roblox_mvp	Un projet Roblox généré avec Rojo 7.6.1.
elokore/safe-data-store	A simple wrapper for DataStoreService using Promises.
elokore/safe-memory-store	A simple wrapper for MemoryStoreService using Promises.
elopider/prawoRoblox	Jest to projekt, w ktorym zamierzam odwzorowac proces egzaminu na prawo jazdy w WORD Lublin.
elp2/multiply_or_die	DataStoreService OrderedDataStore for persistent high scores MessagingService for cross-server leaderboard updates Classic GUI elements (TextLabel, Frame, ScrollingFrame, etc.) SurfaceGui for 3D billboard display …
ElvinJr/roblox	Roblox es una plataforma de videojuegos en línea que permite a los usuarios crear, compartir y jugar experiencias interactivas.
ElWapoteDev/Clases	Clases es una libreria pequena y estricta para crear clases en Luau/Roblox con lifecycle real: herencia, super, Destroy, cleanup LIFO, mixins, introspeccion y tipado practico.
